"Unnamed Column","School DBN","School Name","School Type","School Level","Regents Exam","Year","Category","Total Tested","Mean Score","Number Scoring Below 65","Percent Scoring Below 65","Number Scoring 65 or Above","Percent Scoring 65 or Above","Number Scoring 80 or Above","Percent Scoring 80 or Above","Number Scoring CR","Percent Scoring CR"
"21K3372016All StudentsLiving Environment","21K337","International High School at Lafayette","General Academic","High school","Living Environment","2016","All Students","1","s","s","s","s","s","s","s","s","s"
"21K3372017All StudentsCommon Core Algebra","21K337","International High School at Lafayette","General Academic","High school","Common Core Algebra","2017","All Students","168","64.0","86","51.2","82","48.8","15","8.9","56","33.3"
"21K3372017All StudentsCommon Core English","21K337","International High School at Lafayette","General Academic","High school","Common Core English","2017","All Students","155","54.5","88","56.8","67","43.2","15","9.7","25","16.1"
"21K3372018All StudentsCommon Core Algebra","21K337","International High School at Lafayette","General Academic","High school","Common Core Algebra","2018","All Students","170","64.2","77","45.3","93","54.7","14","8.2","73","42.9"
"21K3372018All StudentsCommon Core English","21K337","International High School at Lafayette","General Academic","High school","Common Core English","2018","All Students","133","54.1","78","58.6","55","41.4","12","9.0","21","15.8"
"21K3372019All StudentsCommon Core Algebra","21K337","International High School at Lafayette","General Academic","High school","Common Core Algebra","2019","All Students","140","62.5","80","57.1","60","42.9","14","10.0","38","27.1"
"21K3372019All StudentsCommon Core English","21K337","International High School at Lafayette","General Academic","High school","Common Core English","2019","All Students","138","55.9","79","57.2","59","42.8","16","11.6","28","20.3"
"21K3442015All StudentsAlgebra2/Trigonometry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Algebra2/Trigonometry","2015","All Students","65","58.1","43","66.2","22","33.8","10","15.4","10","15.4"
"21K4102015All StudentsGeometry","21K410","Abraham Lincoln High School","General Academic","High school","Geometry","2015","All Students","463","63.2","220","47.5","243","52.5","48","10.4","48","10.4"
"21K3442015All StudentsCommon Core Algebra","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Algebra","2015","All Students","147","62.9","61","41.5","86","58.5","3","2.0","51","34.7"
"21K3442015All StudentsCommon Core English","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core English","2015","All Students","147","78.7","24","16.3","123","83.7","91","61.9","106","72.1"
"21K3442015All StudentsCommon Core Geometry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Geometry","2015","All Students","111","57.6","74","66.7","37","33.3","0","0.0","19","17.1"
"21K3442015All StudentsEnglish","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","English","2015","All Students","94","67.7","25","26.6","69","73.4","21","22.3","37","39.4"
"21K3442015All StudentsFrench","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","French","2015","All Students","10","81.4","1","10.0","9","90.0","8","80.0","na","na"
"21K3442015All StudentsGeometry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Geometry","2015","All Students","104","67.3","36","34.6","68","65.4","19","18.3","19","18.3"
"21K3442015All StudentsGlobal History and Geography","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Global History and Geography","2015","All Students","169","66.8","71","42.0","98","58.0","37","21.9","na","na"
"21K3442015All StudentsIntegrated Algebra","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Integrated Algebra","2015","All Students","58","63.8","26","44.8","32","55.2","7","12.1","7","12.1"
"21K3442015All StudentsLiving Environment","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Living Environment","2015","All Students","170","72.9","41","24.1","129","75.9","67","39.4","na","na"
"21K3442015All StudentsPhysical Settings/Chemistry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Chemistry","2015","All Students","45","63.5","23","51.1","22","48.9","3","6.7","na","na"
"21K3442015All StudentsPhysical Settings/Earth Science","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Earth Science","2015","All Students","79","66.2","37","46.8","42","53.2","24","30.4","na","na"
"21K3442015All StudentsPhysical Settings/Physics","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Physics","2015","All Students","8","80.4","0","0.0","8","100.0","3","37.5","na","na"
"21K3442015All StudentsSpanish","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Spanish","2015","All Students","30","76.1","5","16.7","25","83.3","11","36.7","na","na"
"21K3442015All StudentsU.S. History and Government","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","U.S. History and Government","2015","All Students","143","73.4","30","21.0","113","79.0","48","33.6","na","na"
"21K3442016All StudentsAlgebra2/Trigonometry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Algebra2/Trigonometry","2016","All Students","70","56.0","51","72.9","19","27.1","4","5.7","4","5.7"
"21K3442016All StudentsCommon Core Algebra","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Algebra","2016","All Students","199","68.8","51","25.6","148","74.4","28","14.1","108","54.3"
"21K3442016All StudentsCommon Core Algebra2","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Algebra2","2016","All Students","61","59.6","36","59.0","25","41.0","0","0.0","25","41.0"
"21K3442016All StudentsCommon Core English","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core English","2016","All Students","124","76.8","14","11.3","110","88.7","66","53.2","81","65.3"
"21K3442016All StudentsCommon Core Geometry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Geometry","2016","All Students","116","58.0","77","66.4","39","33.6","4","3.4","24","20.7"
"21K3442016All StudentsEnglish","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","English","2016","All Students","11","46.3","9","81.8","2","18.2","1","9.1","1","9.1"
"21K3442016All StudentsGeometry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Geometry","2016","All Students","24","51.6","23","95.8","1","4.2","0","0.0","0","0.0"
"21K3442016All StudentsGlobal History and Geography","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Global History and Geography","2016","All Students","196","69.8","63","32.1","133","67.9","58","29.6","na","na"
"21K3442016All StudentsIntegrated Algebra","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Integrated Algebra","2016","All Students","5","s","s","s","s","s","s","s","s","s"
"21K3442016All StudentsLiving Environment","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Living Environment","2016","All Students","163","72.7","35","21.5","128","78.5","49","30.1","na","na"
"21K3442016All StudentsPhysical Settings/Chemistry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Chemistry","2016","All Students","47","68.6","15","31.9","32","68.1","3","6.4","na","na"
"21K3442016All StudentsPhysical Settings/Earth Science","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Earth Science","2016","All Students","105","65.3","42","40.0","63","60.0","17","16.2","na","na"
"21K3442016All StudentsPhysical Settings/Physics","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Physics","2016","All Students","15","59.9","8","53.3","7","46.7","1","6.7","na","na"
"21K3442016All StudentsSpanish","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Spanish","2016","All Students","48","79.8","5","10.4","43","89.6","24","50.0","na","na"
"21K3442016All StudentsU.S. History and Government","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","U.S. History and Government","2016","All Students","144","72.6","32","22.2","112","77.8","51","35.4","na","na"
"21K3442017All StudentsAlgebra2/Trigonometry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Algebra2/Trigonometry","2017","All Students","8","60.9","5","62.5","3","37.5","1","12.5","1","12.5"
"21K3442017All StudentsCommon Core Algebra","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Algebra","2017","All Students","183","68.2","59","32.2","124","67.8","29","15.8","101","55.2"
"21K3442017All StudentsCommon Core Algebra2","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Algebra2","2017","All Students","62","65.4","26","41.9","36","58.1","2","3.2","36","58.1"
"21K3442017All StudentsCommon Core English","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core English","2017","All Students","154","76.8","22","14.3","132","85.7","85","55.2","105","68.2"
"21K3442017All StudentsCommon Core Geometry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Geometry","2017","All Students","150","62.4","81","54.0","69","46.0","14","9.3","50","33.3"
"21K3442017All StudentsGlobal History and Geography","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Global History and Geography","2017","All Students","170","73.7","34","20.0","136","80.0","63","37.1","na","na"
"21K3442017All StudentsLiving Environment","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Living Environment","2017","All Students","159","73.5","30","18.9","129","81.1","56","35.2","na","na"
"21K3442017All StudentsPhysical Settings/Chemistry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Chemistry","2017","All Students","46","65.1","22","47.8","24","52.2","2","4.3","na","na"
"21K3442017All StudentsPhysical Settings/Earth Science","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Earth Science","2017","All Students","108","59.6","65","60.2","43","39.8","9","8.3","na","na"
"21K3442017All StudentsPhysical Settings/Physics","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Physics","2017","All Students","7","70.1","2","28.6","5","71.4","3","42.9","na","na"
"21K3442017All StudentsSpanish","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Spanish","2017","All Students","34","76.7","2","5.9","32","94.1","13","38.2","na","na"
"21K3442017All StudentsU.S. History and Government","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","U.S. History and Government","2017","All Students","155","76.6","22","14.2","133","85.8","74","47.7","na","na"
"21K3442018All StudentsCommon Core Algebra","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Algebra","2018","All Students","170","65.1","74","43.5","96","56.5","22","12.9","75","44.1"
"21K3442018All StudentsCommon Core Algebra2","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Algebra2","2018","All Students","201","59.9","112","55.7","89","44.3","9","4.5","89","44.3"
"21K3442018All StudentsCommon Core English","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core English","2018","All Students","154","72.6","28","18.2","126","81.8","57","37.0","80","51.9"
"21K3442018All StudentsCommon Core Geometry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Common Core Geometry","2018","All Students","22","51.1","17","77.3","5","22.7","1","4.5","4","18.2"
"21K3442018All StudentsGlobal History and Geography","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Global History and Geography","2018","All Students","171","71.9","42","24.6","129","75.4","54","31.6","na","na"
"21K3442018All StudentsLiving Environment","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Living Environment","2018","All Students","144","69.2","47","32.6","97","67.4","39","27.1","na","na"
"21K3442018All StudentsPhysical Settings/Chemistry","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Chemistry","2018","All Students","35","62.9","19","54.3","16","45.7","1","2.9","na","na"
"21K3442018All StudentsPhysical Settings/Earth Science","21K344","Rachel Carson High School for Coastal Studies","General Academic","High school","Physical Settings/Earth Science","2018","All Students","127","67.6","48","37.8","79","62.2","31","24.4","na","na"
